"id","site","identifiant"
"355aefd3-b58e-4517-addc-87836910f5be",1,"23942"
"597a17d6-86fc-4a2a-8094-7d9162224134",1,"34814"
"744d0291-e549-458c-b771-b12fd47d793d",1,"10306"
dd9a436f-30e0-45c6-a937-6c094d25ff10,1,"11298"
bbad8dff-5362-43d2-9fa0-dd29dd9ad2fd,1,"3416"
"52c92562-c0e4-45b2-a980-c3c81a3cef1c",1,"1269"
"727fcc04-a57b-4779-b90d-8810ea9ed312",1,"15110"
"972ce6ac-0335-415d-9e95-46a64b187348",1,"16431"
"2a5194c2-d23f-40ed-9aa7-ea09e4814b7d",1,"65827"
d3f92aa7-41ce-413c-87f0-b8d73e983c7e,1,"4135"
e6274aaa-31e5-40e4-8b83-1c4507de472b,1,"11514"
"3f3c5a30-f335-4350-ab7c-945ff1d2a390",1,"4690"
"4d85f2f4-ee7d-41a2-aadc-0f3d17f6c71f",1,"3092"
"21c64182-ad5d-4207-adf5-6df21d1b7bc4",1,"62"
"47483fae-2229-4cca-835b-e1b69bf54c87",1,"2"
"6601846e-00a1-4d2c-ba44-67895feef8cd",1,"1062"
"23cd4edb-007f-4dd6-ba4f-9c876d5c424e",1,"349"
"8ca8fd66-25e2-40d4-8167-42f8106e7fcd",1,"5049"
ddc1ba58-fb70-4e4c-b076-f251dc6418ee,1,"13548"
"6af9d0ff-5ef4-4144-9f9a-3c5630427d28",1,"110"
"148b791c-5cb3-4592-9af4-a0f6e85babeb",1,"1951"
"81d26ad3-8bb8-4d9f-807b-fa3f65da3b0e",1,"15112"
d9d7795b-159d-4114-bb00-3569fc40e413,1,"7633"
"764fac78-49cd-4a5c-87e7-8bceeb8a828b",1,"4173"
"29eb95b5-5be3-40db-82dd-bc9fb166d62e",1,"13922"
da7cc277-9b80-4096-96a0-931050a7fe01,1,"228"
"65e94a1b-715d-4c52-be15-7bbab229dbc4",1,"13021"
dadc6be7-5e52-4b08-ade2-503c4beea5ca,1,"2227"
"456d7ebf-04ae-4450-b469-96bfdfd977cc",1,"6384"
"0a4fd387-98e1-464f-858e-1b7815dcfd08",1,"10182"
f78a0adc-7cc6-492b-8e88-b252b247374e,1,"586"
"86d6a3a7-0430-4792-a7d0-330ff726eab9",1,"65002"
b2567a66-03f7-4fd2-b79e-257b15022bfb,1,"60175"
eeaf2f70-382b-42c9-a413-8800cb8d3294,1,"10948"
c91117eb-0480-4f2b-97ec-95166aaee385,1,"746"
"30bfad69-10b9-46b1-af78-f441cbefbd55",1,"27352"
b9e615ce-621a-4379-aa76-f82422e55425,1,"32489"
"898c636c-ecae-43ef-9566-f3f7a28cffe9",1,"11474"
deaa0bd5-9864-4819-b62e-0c1f5984138c,1,"9665"
"46e1d6da-a33d-4cdf-8f0c-468c26225d34",1,"28370"
c1f3931e-6ef9-4719-8c98-99eaef1ec251,1,"14628"
"009454cc-da5c-433e-afb5-4b646c4f914f",1,"2232"
fa0078ef-fe0c-46ea-ad84-d5b527494f74,1,"1920"
ea4dc8b8-ca26-4ca9-8d88-4745933a6272,1,"418"
"641bad3a-4947-4fb9-b3b8-771ecd760437",1,"9560"
"147db1a9-d8bf-4157-809c-3dd886b90641",1,"55636"
"2ef60e47-e58a-4815-bbb7-738e235b664a",1,"69718"
ff02ad2e-a20b-444a-87be-3bf55bc7953d,1,"5292"
d4809c32-d0ad-4b58-80d7-e6ca92be8e76,1,"4724"
"35de4d08-ae23-42a5-a792-4851f948d0fd",1,"69597"
be19aaef-7141-424e-bd95-a2094b054bfa,1,"21561"
"59200eec-107f-44b2-afc7-992ab94073ec",1,"12900"
e82dea08-7c73-4955-8937-a3fa39f2081a,1,"5293"
"2c685f65-5ee4-4897-9c90-1a430e0452c9",1,"9994"
"1f91c00f-066d-470d-a2c7-fc5d8586b728",1,"4517"
"23363946-7dde-472e-a31e-408f15845aae",1,"1231"
"67fb24d5-3a19-4848-b58c-e371faf3706e",1,"2372"
b074c409-57b3-45fd-b6da-49f3d00b2ac7,1,"12132"
b710c712-f26e-48e7-8655-4bc98009cceb,1,"4391"
adfaeeca-57af-4399-9d7a-b277a0b7dc94,1,"16851"
"05af187d-82c7-4d30-ad88-5a497cfe6a59",1,"11915"
d6b75278-0b8a-4eea-a523-932f00b91b24,1,"9462"
c59dd8c6-d7ad-4b9a-aa7e-6c1bb0fe581a,1,"165"
"90b547c5-c91e-42ff-8c2a-93f38df09665",1,"928"
cfac7fc6-aef7-4541-831f-8f56104719f4,1,"12262"
"71120c4e-1d7d-4555-a8a9-088187ab65df",1,"29369"
dee592c1-a8fd-4dab-bc77-7991e42591a6,1,"10431"
"03a05d00-9497-4207-adf4-f091f9c4e275",1,"2453"
d0904f9c-d7ec-4312-afed-08d4bf01cd77,1,"15735"
"4f1e41f1-080a-40c6-8e4c-653d0437a52b",1,"3896"
"734e6593-c6eb-40d9-8651-8e071599ad4e",1,"29092"
"6c4c5d89-aa5b-4f8b-a107-280fc99d3c9a",1,"2882"
"32e8e803-a3d0-41ca-a66e-a4a009fca499",1,"11805"
"55cd93bf-5951-4afa-a73c-606f03bef2db",1,"13023"
"200b4c14-c719-4bad-802c-90136bdd3ee8",1,"589"
b59fe97a-50de-4df9-a650-6c25e6dbe179,1,"60950"
d42316a0-cb88-4fcd-863c-f2c2127f04d6,1,"884"
e7f8c8ed-4374-4471-9202-be65c117599e,1,"5723"
"997cba12-b9a5-4cf7-8de8-b05326e8e25e",1,"8399"
b9d355ec-0381-42da-853e-cab959dbffd3,1,"10999"
"73995184-881c-4120-b538-84a7ce798b3e",1,"13333"
ecd2c803-ee78-48df-b414-199c129ac2f5,1,"26984"
"2cc372d3-42f6-4fb1-bb97-e1622e03e4f5",1,"9846"
a0823f33-7fd3-4512-9503-ae229a74b11c,1,"13342"
e1f26b06-1cf6-4a85-a2fb-69a58a55d962,1,"60797"
"54274362-fbd5-466f-9702-0880a3f5e7a9",1,"11144"
"0313e26d-c0e8-4fa2-8cfb-ffac38ebf3ea",1,"10489"
"36f5b9d6-8dd4-4263-a86d-3196dee4a03e",1,"11150"
"3c78fac1-4f31-4962-ab0f-248434e5ada5",1,"1158"
"6f031496-4c0c-420f-b3d8-675344b42b40",1,"1271"
da7d29ec-0a91-4a32-9711-f5ee0b93b3d8,1,"8977"
"413b9f05-c6c9-446b-b5eb-b335db3b56ae",1,"7497"
"127683d0-dd0e-49dd-a787-2a576ba1655d",1,"11510"
def0fc3a-52e4-4945-97f5-7c32c5908adf,1,"14854"
f0dd1121-2a44-41a0-b928-53fe376919c0,1,"10495"
"25beac35-0311-452d-a864-de6a3caba09a",1,"25682"
"80c32d9b-aeff-4256-8c0e-987daaa60c25",1,"18835"
bd7e7669-0007-4cb5-9218-b72163039cf5,1,"4038"
cc27938c-b0f3-4120-8b3c-0ed4b0328c1f,1,"4483"
b15bb7c5-f6d0-48eb-9a1e-703530203340,1,"8874"
"7f61045e-1fdf-493f-bb9a-ddde285488e8",1,"31921"
"0aad4cbf-f619-4c1f-8bc4-b64de594ffa6",1,"3130"
"88826d9b-81ec-4e7c-8783-aa52f9a8b6fc",1,"723"
"03bfee64-d1f4-4df9-92af-cefb41238336",1,"49944"
f83b5489-8fe1-4a0d-854c-176d18455020,1,"5064"
"8783a35c-79df-4149-a4fa-9f6177429a18",1,"650"
"3dc69d31-75bf-4349-8051-8476df7658ea",1,"1533"
b2e7842d-cc7a-47d7-8a99-625359b685a7,1,"4430"
"081629e8-d46f-4a52-b54e-75a4eb7d3b11",1,"59951"
c2ead2b6-4e89-422f-9cea-54d4af804efd,1,"33322"
"0f28abed-ea87-4ebc-830c-31f975f34227",1,"73931"
e98c10cb-0be2-48d9-a5b6-1b8d4387a24a,1,"7487"
"55a018ac-eea4-42f9-92b2-671d376bea5d",1,"28768"
f959123b-cf39-4894-8212-c30eb613b117,1,"45415"
"68f6758f-8b82-42fa-8fdb-9f2d6091ce1f",1,"6352"
a8dd215c-c756-4adb-81eb-f751680a3b08,1,"1160"
"636656b3-0940-4f87-afc5-f69b5737f548",1,"1885"
"5a79c776-93e9-407a-a4c4-1424c4d34ad1",1,"4680"
"2f0e57a4-e26d-477e-aa0e-cbf3401c47bd",1,"196"
"0ebff639-b6b2-40fe-bf00-bd5eeba62fe2",1,"11039"
"9647dc37-ce28-45d7-9906-e6a20d9dc7e6",1,"10780"
"8c9497fa-efab-4b60-ae00-299f791791f5",1,"9051"
"573e750a-f81d-4976-855e-482446986abd",1,"11541"
"55d246d0-071a-41ed-9abe-5be1dc438e6d",1,"4485"
cc42e3ba-294f-49e0-8eef-b114eb9248ef,1,"5121"
f3594169-f7f8-4f66-9eae-da9137ce2800,1,"18197"
ed2716d4-ac2f-462d-bd4e-c785bc32f8f8,1,"28893"
f3c54f1b-ae8e-46b7-a300-0e14a14ccafb,1,"8446"
"0909cfa1-bd90-4492-857c-beba4115a494",1,"1377"
"357252a6-af9b-4cbd-9f0c-1eebbfc8d66b",1,"11223"
aa8be020-b8bd-4b17-b3c7-f32f1f32308a,1,"40814"
"6591dff1-0053-4b80-a4d5-bcc560606069",1,"7452"
"3df88e91-ab90-48f3-9038-a7c281755345",1,"31417"
"611df21e-ad0c-4d25-bc3d-bbfc1e422483",1,"4193"
e8d8ff5e-0110-4a5e-809c-67ae7b7c3f9e,1,"1891"
"62cb78d0-9091-49e3-944e-b0497ad00bc3",1,"36599"
"294f2132-f5a8-4c6d-a714-de488b91614d",1,"27418"
"211ca561-4eca-438c-9c28-6d451be556ca",1,"24825"
"43e3d766-9e1f-4a97-95cd-dc70d372e760",1,"2623"
"8cbc1811-3cae-4fe0-8280-351083bfc84d",1,"25528"
"822611b3-b602-4a2a-b05c-8e9e8a838b5d",1,"403"
d3824840-3587-4dce-8cbd-e33a5fbcd956,1,"11157"
cbece1eb-c6b7-4924-ae2f-b797265260ad,1,"30163"
"53f53d54-909d-4d54-91d8-3867f12fbc85",1,"1552"
"41b576f1-99d5-4f8f-bee1-9ec5fd85f1bf",1,"1093"
"070be6c2-5f15-498e-8722-66c7bf31f136",1,"33357"
"6fa35521-91a1-4960-97c2-b422776750ed",1,"4946"
b47a9464-d849-4f44-86ad-47c6675e539f,1,"10122"
"59185c64-e193-4d25-a39f-cb944a7da1b6",1,"36573"
"16fd3a7f-1895-4aad-8785-5ea272af9e51",1,"18214"
"670236d3-ea63-470e-97e8-c0f5e72994bd",1,"11963"
"26cb0688-95e1-428d-85db-f7dc40299767",1,"37296"
"43af237f-cbef-4894-b61d-57d061bc60c6",1,"10396"
"1a4c5050-61d4-4a8a-a8cf-b765c0df29b9",1,"3116"
a988eb6c-1581-4af3-90a5-ddd5b7573067,1,"17465"
"11ae448a-22de-4780-91a5-b775749c64b7",1,"34145"
"6c569c07-9e40-4223-8f8e-0402e98832a6",1,"171"
"850769ed-fa63-4286-b13d-932363e27e25",1,"8469"
e7552d37-4b10-4cfe-ad78-630398326076,1,"42010"
c3dc760d-27c9-4adc-b6cb-ba70c594cc42,1,"571"
f14881a9-5334-4c8a-897c-a6fa778b1d8d,1,"1723"
da09caf6-be31-43c0-b5bd-93bc57027815,1,"17006"
"1d07f895-825a-40b2-ba9e-a081a0c7c18c",1,"1863"
"60b9fe89-dbfd-491f-98ea-c0f39c7a18c8",1,"74767"
"9be6b434-0fe7-40d9-b122-5f217d30a282",1,"8073"
"9b0a0e7b-cdab-4b12-b52f-5411f533045e",1,"10068"
fb885f6c-2858-4bca-a5de-0d32f02c4da8,1,"5143"
abf9ba0e-c894-4ec1-b41f-a5df4c7c3073,1,"19494"
"1008f5cc-46bd-481a-a319-4a7f1412d59e",1,"7520"
"7f6c266a-fef9-48ec-a745-29949dd20b94",1,"4235"
"34bf7654-d225-4a5f-a31b-f26354026f19",1,"22650"
"0dd3e4f5-cf11-4893-81c5-37cf9d2a86fe",1,"9281"
"32e47d85-5fd9-4daf-b058-b5699132d340",1,"1052"
"3a6f7a2e-fc09-41ac-997b-a8be88a2c1dc",1,"11033"
"026c5f40-b62c-4db5-930c-53be7bed0037",1,"2210"
"110277c6-291b-44af-bc08-b544e8b93944",1,"14746"
"43650075-f5c5-495e-9000-03ff2649e9b6",1,"38080"
"58901121-d64d-45fe-891c-7f8be10e66c5",1,"16084"
"4a06c72d-8031-4f66-a8da-69a18e300277",1,"11616"
"29808405-2dca-4267-8695-49d12cf5ab40",1,"38985"
"61db6124-a035-4d3c-a3c8-57be133ec0b4",1,"26515"
"128ac9c2-ac92-401e-b6b9-62634af8b4b4",1,"5902"
"30627a7c-0f63-4d77-8ad2-00200a545611",1,"19382"
"0c013f80-7b53-4ef1-888d-f87648f5f7e9",1,"15383"
"4def4746-2c11-4722-907a-206091dbb233",1,"8852"
e9bed6de-5554-47cd-8c14-92731e34728e,1,"11308"
a37fdcf1-3da1-4b21-9448-627c00b7cc27,1,"17339"
"7e1fadb1-1cf9-4a22-beea-4555c6a5d7eb",1,"9549"
eadffd22-7f15-4ad7-b579-ff586864fb9e,1,"2912"
fcb51b86-70e3-4d20-aeaf-f02445111879,1,"31052"
ef147ce9-53b0-45e7-8d18-f155b4134360,1,"624"
"6ded7889-87e0-4e63-9999-d29c87491256",1,"30890"
"52cd1c0a-8e41-4900-b19d-471533663396",1,"2604"
"08da22d8-3b9e-4c01-bfa1-b79371fbcef0",1,"1632"
"6d9b26e6-e668-441b-80bc-36f1b8cb0e2d",1,"27991"
"89797198-6014-4d49-97e5-3392bbcfcf67",1,"24"
"26b8f537-0d34-4654-884d-45991b25f862",1,"2710"
c872e22c-096a-4b71-886e-491e7733d3df,1,"16566"
"9cc1f810-6a4a-4567-854e-75456a5362a0",1,"13565"
cc34b908-947c-499d-a95b-74a87436d2e0,1,"578"
d247621e-d5c0-4918-8990-09a45f8fa613,1,"11770"
"7621214a-3461-4d5f-bf72-6b4aaeb9e849",1,"33008"
"38d69333-f86e-4e30-b3f8-04e349ade801",1,"2087"
"35f02c8e-5a0b-4440-a056-292d2fc776b2",1,"1727"
"29b6a297-860a-4096-a519-f3346b6ee7db",1,"1788"
"5efc28d4-b0a4-4dac-8dea-409e656656a6",1,"5925"
"42b03efc-43eb-4f44-87c0-27dbaf5a2502",1,"11874"
"16a096c9-2238-4e9a-9d37-4ab5e01c9ce2",1,"987"
"5b69d39e-8d24-45bb-ab3b-995d18191d4d",1,"10518"
"63e55241-198d-4afe-bcf9-00a6fd76a52d",1,"11694"
b5b84180-2618-4185-974e-a6b1069ade81,1,"2119"
"54fbe8cf-cbcf-4ec4-9f4c-d915a86fbad9",1,"10658"
"0944b012-1785-43dd-b6f9-aa80dcba3095",1,"859"
"0fe838a8-be13-4443-bf72-3a54763106de",1,"16263"
"5ac93a27-9e69-4eee-9a62-2be31c97db87",1,"10604"
a89ef0f2-d923-4a58-bdf9-4d52fe0f4865,1,"11338"
"42b7967e-a6f0-48cf-94a5-4d7d05d81757",1,"4587"
"7c6d966a-5dc4-4acd-a81f-31a41ff56a3b",1,"27214"
"8619a0ee-94f5-407a-8c27-86ea6b1cd734",1,"838"
de967f43-4de6-4980-b3c2-08f107eb3918,1,"240"
f505fde8-978f-4879-a72d-17bd97779309,1,"20481"
cb5d0af9-a275-4113-8834-74b28a916a32,1,"2565"
"22e03e65-fff9-4524-8b2c-b65cb076e8ec",1,"5549"
b554f3f3-15bb-41ff-a309-1686e267f977,1,"238"
"56069181-1fac-4148-ac24-d02f525c8bbf",1,"916"
"5cd35574-74d8-494c-abeb-08a6fe576e6f",1,"1112679"
"106acc3a-1145-4a08-802f-010c393b579e",1,"12623"
bfe94cd1-18af-4f0a-b20d-561bb50d8588,1,"2620"
"99453a7a-20fd-4a14-bcef-d2cd298afa93",1,"242"
"8d6a11d0-8506-4ce2-8306-a0f7717d383f",1,"1410"
"4236fe30-82e0-4a44-a983-e77f2cfd039b",1,"2039"
a6293b29-5588-4a0c-b902-6b7b7f1e7310,1,"9748"
fa3463fd-92fb-4d4d-9295-8458a3d60a19,1,"51763"
"63da314b-7608-4213-a1ca-7962f1884dc5",1,"33258"
"58119b82-6913-4d32-8ad7-0e9e9c4b9002",1,"966"
"94ea14a2-efa0-45b2-9f6a-151288566793",1,"32059"
"5f603a51-1960-45f7-b46e-2f557c7ab17a",1,"4546"
"1b13da4a-c9dd-4e3f-8407-418b248812de",1,"11177"
"2c6eb50a-9967-4c50-aff2-b475ef2f4d4a",1,"2614"
"1dcb8518-aeb5-4545-a3eb-3047875abdce",1,"12310"
c2f6fc7e-69c8-4c2a-8a50-e42386a58678,1,"12502"
d876ce53-5ea2-4257-9dc9-11abd4b4a21c,1,"873"
"7591f543-cd50-4b90-ac51-876e12aa0359",1,"12584"
cb8c4859-720b-4ef4-b1fa-278200594540,1,"1204668"
fd6f055c-6de9-4044-b6eb-3bad3fba5968,1,"62019"
"55dfbb9a-bef3-410e-b7a2-6c78b1f5200a",1,"8558"
e958e229-9a7d-449f-b7eb-0abbdbe58f95,1,"8858"
"2a6c8bbd-304d-4201-a977-0ae2243aff05",1,"37626"
"6c521eab-6201-4636-a702-ebaa9ce48f0b",1,"12989"
"5b0fe5e7-f6b2-441d-98ff-cbe8676d4bec",1,"935391"
"0e0d6db8-0e7f-403e-a3ba-b07acf25c55c",1,"38689"
"2755c6f7-551a-4c38-82e4-ea589d347e1b",1,"1090"
"03eaa5ea-ad8e-4342-b2f5-8d26ec0bbe46",1,"64195"
"02a87b57-b8e5-4730-aef2-e31ded2de0ac",1,"47893"
"94761b79-63b5-4ad6-a0b0-5f529c3c6981",1,"589675"
c9239136-f8e1-4d4d-8dd9-59970bb6c23a,1,"16590"
"38e1ba01-163a-4262-9ce3-a8b95ea6e687",1,"16544"
"0644f877-b577-44e4-af03-49d0f199a332",1,"5231"
d1d7a1a5-bb64-45e2-9595-5c7c8a31df73,1,"58728"
a3591726-da0e-4ecd-927b-41d90a04c3a9,1,"4521"
"28938581-a315-4bbf-901c-568ce241b5f0",1,"18669"
ed0aea9c-e41b-4615-8eeb-e3e45e39273e,1,"16589"
a29d67e0-fcf0-412d-bff2-5e95eb2704d1,1,"893"
"8a34feea-3da8-4bfa-9c60-6f5b90c8a1bc",1,"387"
"76b60119-e2d3-4fcd-afd0-392444410819",1,"31442"
"717a72d4-4173-45a1-8c0d-0257a2a73f24",1,"9570"
"5ea10cfa-7beb-419c-a264-0149ecaeacdf",1,"8491"
"2c150bd9-8672-480b-9897-8c11b45232e7",1,"24229"
d4978c4e-a859-4b56-90d8-1cf9517c49f0,1,"25188"
"35db83a0-9d4d-4d07-9a79-65289c6eb695",1,"12476"
d35c0bc4-1258-4981-9999-93d0875a9ce2,1,"311"
"8c3aaa6a-5294-4bc8-9d7b-d5389aaa13b3",1,"593"
"4c67645a-e060-42db-a1b0-b4a68e6c31ff",1,"588"
"626a46e1-9321-403d-934e-912e72aeddbe",1,"591"
"7679b6c7-9447-47de-a312-c7d3f06e5046",1,"20904"
"4fbcc3c8-d5cd-481d-8768-71d403cfae3b",1,"9602"
"9945aa3f-72b1-4b9d-af01-8e4dd4bee884",1,"14412"
ef47aa8e-ef25-448d-b1c4-66a760af373c,1,"12089"
"83971939-e7cf-45e3-9a0e-3ed41d1719d2",1,"1716"
"32a0688e-fd48-4429-86c7-2eb77ec82917",1,"36685"
c289838e-40b5-4a12-938d-a0e8c08df3c2,1,"85509"
be4e67ba-9b89-48aa-a80b-4d1809f2b195,1,"9589"
db07a630-e6c9-49ca-8a02-2130a0e57490,1,"19761"
"9f346bcc-7011-4ac8-ac78-8b9a136f1bfc",1,"111"
"5cde90d1-5a69-4f37-a046-6f9c929da7d2",1,"590"
"2c24fe5f-8e16-45c0-9f68-3a1340345ab7",1,"510"
"96cb8ea6-1d8f-4d18-8371-8c6ff7727001",1,"10673"
"0dacccc5-7809-42cc-a4f2-22686b723b2c",1,"41003"
ce66d214-40dd-4552-ac18-82e7f447ed81,1,"26978"
"193ad47e-6665-4146-a253-90fe5590a25e",1,"11778"
b4ff10c2-a9ce-49a9-b8cb-717b328e2b83,1,"12157"
b86408d5-2c5e-42ff-b71f-1f0f816b6dc7,1,"10587"
"638c595e-3252-4247-873c-0618d0be9b3c",1,"12236"
f0447186-0b29-4415-908d-1df09b50a6f4,1,"9941"
"2860ab6b-e98d-4c47-80be-bc2a536ff671",1,"589"
"5df08166-54af-435f-b299-52a0c616e9c0",1,"11050"
"7da737c2-e4a7-4a3f-bf85-a8d907e74081",1,"2075"
"647bf995-3572-4814-a884-d8a700b84358",1,"18628"
"0f320f0e-d8ac-49df-871c-0d741a7ef636",1,"12579"
"7a089053-1546-4fa8-91dd-9acdb314912c",1,"994"
"7306d777-cc64-4773-9ce5-e99b4c769abc",1,"35119"
"3d34299e-bb7a-4ab0-9776-34b264b79b36",1,"40973"
e82d5a88-0193-4938-be27-1aecfdb76cfb,1,"7340"
de07a484-7e0a-4501-a9ea-99c4d65a42de,1,"31602"
"3b3af8a6-a0b7-46b3-ae3c-110a7d85cdf0",1,"249"
a7d06ecb-29cc-4943-8327-6a6ba45ba4e8,1,"37247"
"1b68aafd-d702-4e1b-8eb1-2d604d1a95f3",1,"27958"
"597293e4-fff7-4f03-a433-ef633fbb5fa5",1,"11557"
"139082f2-4155-4352-bfcb-fd38f532ab13",1,"24274"
f60219b6-9e92-4f19-8497-6d30824316cd,1,"20242"
"3f7bef10-4129-4936-8c50-7c50a34f356b",1,"11948"
c14bdfce-1acd-4b00-bbc3-55d386496f69,1,"80809"
b070442b-ddf9-4f55-9995-eb3b71a15b54,1,"9037"
"9ceaf448-2e04-494e-9f2b-10515dc90351",1,"10998"
"085bec8a-5bc2-43fc-91e9-96f69dd8e502",1,"10939"
"8309e00e-76ed-4402-a6ff-fdc24f825506",1,"3870"
b6ec18a7-4da6-4aa7-aaa7-e8e971e9e892,1,"287"
"031a2d46-b107-4479-bae6-047b0c8b0468",1,"380"
"98fa072c-5e2a-4909-906c-e58ec7166e19",1,"1880"
a55d16ea-c505-4235-8e28-a845c200c4a7,1,"33278"
d997dd56-760b-450f-b683-74c61e7860e8,1,"233"
"7d70f298-2fa1-4c23-88ef-4e0ab08aa30b",1,"15592"
"2f179d29-3ffe-4e7b-864e-785a13a12663",1,"10803"
"3cc31958-dcfa-4b1c-bcea-370175324d3a",1,"8069"
"80ce536b-4ed7-4e03-860b-11b2e6157d15",1,"11673"
"791c2c1c-83cf-4f80-8d85-803e67ef0aa2",1,"26973"
"61d9aca2-e15c-4981-a431-4f6a5d449b7b",1,"227"
"6d9bdb07-c5c0-4c3b-98b6-aa6916a9a704",1,"15764"
d3f57df5-55a0-4994-a58e-0052cebb4a8b,1,"1412"
a3d936e4-29c8-406f-9aa8-987821c900a6,1,"40047"
"6ec09e2c-630b-402a-ba94-a8ce2e49ff7a",1,"12710"
"05f440f3-8cc0-4913-a582-c106ed3b7ddb",1,"11654"
b35feee2-de5e-461f-a61d-1334fd464bdb,1,"526"
ffad8bbb-fdcb-4d2b-ae43-eaa46f84fe2d,1,"5924"
"8a207a86-2c69-43a7-b7b1-c17f751b8005",1,"7091"
"12f4fc21-adc7-410b-8ac9-50f671844240",1,"606"
a052f14a-9f7f-40ae-8fff-a26c69992ffb,1,"11002"
c79c09fe-5cc7-4741-a0d7-98faa5ad30f9,1,"10117"
"4d76ec36-7b68-4e1f-8bd4-c6a96697d853",1,"3604"
"296e532f-8f69-4ab0-b43d-9245c53f9c94",1,"991"
c84e56bb-c90d-43e1-9b2b-3cde759e1bad,1,"18387"
ea3414e4-ec7a-401d-8430-094b0171fe58,1,"10135"
"787e93a4-4987-49f0-86e5-cc3e4fd1d65c",1,"9663"
be9cd0ad-2eea-422b-b799-1d14c89f41c7,1,"28145"
"40a24186-ad7b-4658-8415-cb24c840afc9",1,"2321"
"1e5f3072-3480-440f-9c41-0cfd1d0be07c",1,"193"
"42730da3-7ba6-429b-ade8-f9d0287931d8",1,"23880"
"60369b57-d42e-4cf5-8c02-8e6f28d825a7",1,"15111"
"608481e7-befa-4b88-b701-d9fa9830a329",1,"57166"
"05a69667-f2e5-43ff-ae07-6d236d3598b4",1,"1229"
"0f9fb46b-fed1-45a4-9d44-e3b1e30b5623",1,"6450"
"82d638a4-8899-4917-ab72-07e0ff751538",1,"16644"
"9cedaa88-2e8f-42b3-8f46-bb4baab9e926",1,"1973"
"9f5a44dc-9ecf-451e-9fef-a4dcc3cf294a",1,"12021"
"731f8970-90cc-4173-ab8c-6a0d91453014",1,"9811"
aa1551f5-dc8f-459c-8789-e030badce2c7,1,"6355"
e5bae18d-449e-4101-acca-56bc65c4a3d9,1,"5139"
"30e140ad-88c1-47d0-84e2-3a70d8398692",1,"38559"
"38047272-b01a-43fb-bd65-171da7491859",1,"514"
"024cc32b-201a-4b07-b8d6-72ffe0d07344",1,"50435"
"87a739c0-2e2e-4b0c-b247-e7f9b96a4524",1,"10072"
afd60e55-ba59-4949-8f17-6a081aca8b2b,1,"475"
ec5143a4-dabd-4469-b7e7-e5583b6a08a5,1,"10134"
bc22eec5-40b9-41ec-9003-86ad6e1399e2,1,"97"
"50cbbfd0-4c83-4337-a509-91be1777aac1",1,"2926"
"3d20e577-ca2a-4109-9622-a121dcd89f5e",1,"4437"
"298d8469-5755-4530-918e-4273dc6734f6",1,"22311"
"1be3b9c7-4c36-471a-9707-7cd20377c9ea",1,"9569"
f5c0596d-6cca-4638-b37a-8c7e54f79591,1,"10849"
"16584fea-249f-4856-a435-470b26604f82",1,"19384"
"28688d9a-f217-4eb2-8904-8d0b20cd4ea3",1,"592"
ad184962-7bbe-4479-a27f-bdb366de1fd4,1,"10656"
caaa885a-731d-4bd2-abd8-eb3a86c8ef4b,1,"28176"
a6314f05-5a8b-44a6-9ec9-8430db5a1884,1,"829"
"4c3ac173-6289-48be-8828-2182cda024d8",1,"579"
f791d3ec-cf27-419c-88eb-9f052b5fcedf,1,"22029"
c7a419d2-af4a-4a81-8734-3540cb065d9d,1,"10173"
"0dda06e7-f237-4be3-af30-febc7288fd81",1,"10160"
b4e26409-3d12-4a4d-8456-6fe025e8f681,1,"12663"
c526f27a-27ad-4313-a425-e2d1bf1a7695,1,"8867"
ccfb80a3-0c58-4c02-89f1-423e1574954f,1,"8536"
be36fe7f-1957-4f0d-8279-626af4836d76,1,"11690"
a7051c27-fa26-4c77-bbc7-7cf57bb64a50,1,"10730"
"49a2eac0-1dfb-4302-ac68-88b9593e6c17",1,"1051"
"0170e25a-37c1-4162-8fbd-17c8b694e267",1,"11034"
"9ebb356a-1d77-42d2-b5e9-50151debe335",1,"9651"
fb0cef9c-293b-440c-b8d8-9f9bb546ef12,1,"10131"
"58a6ed2a-66db-4fc9-841d-4ae529281938",1,"11649"
c9958275-97e1-4c4a-bda9-3d5a669a8f03,1,"1924"
e35469f1-f0d7-45d8-8301-e08e0021e5c0,1,"9396"
de2afac2-a0ca-4228-8902-da4315fb77d3,1,"10222"
a22e8328-f62b-4eef-a9f5-b772afc671d1,1,"22160"
"7583522a-3f6c-4e8a-95a2-36b3192a7372",1,"694"
"661171ce-81e1-478f-ac37-97116d64a0a9",1,"912"
cee51897-ee38-40aa-b401-452d0d547ac9,1,"4192"
f622ee9d-e05b-4b5b-9770-f6e90002f2c2,1,"10014"
"8a47c98e-bd2c-4321-9aa7-4cfa54a77aa3",1,"11411"
"27427415-f361-4d92-a3df-0379a0046599",1,"17466"
"932dd5f9-c1b1-4c10-9beb-09938ed3ae32",1,"268"
"737274b6-34c3-4584-b54f-66eea3d0a8a5",1,"61755"
"594436cf-1f7a-4a96-8f41-53792e1d10df",1,"7904"
"8add261c-9aff-44f2-9aa1-63a3f33eac8d",1,"722"
"8e7b80a8-0352-4662-9255-253c748852e3",1,"500"
"2854d6bf-c7b7-43ec-990c-a8a8c5fa10a9",1,"16757"
"28794c25-dafb-4f23-96a2-a1987a682385",1,"16619"
